Order_ID,Order_Date,Customer_ID,Customer_Name,  Gender,Age,Country,Region,Product_ID,Product_Name,Category,Sub_Category,Quantity, Unit_Price ,Discount, Revenue ,Cost , Profit ,Payment_method ,Sales_Channel ,Shipping_Days ,Returned, Customer_Rating
1583,14/08/2010,783,Jenny Mira,Female,43,Canada,North,1083,Laptop Pro,Electronics,Laptop,1,900,0.05,1710,1200,510,Credit Card,Online,,No,3
1584,15/08/2010,784,Kira Benson,Female,68,Canada,West,1084,Office Chair,Home,Chair,1,120,0.1,108,70,38,Credit Card,Store,,No,4
1585,16/08/2010,785,Bently Hogan,Female,70,Canada,North,1085,Galaxy A07,Electronics,phone,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,4
1586,17/08/2010,786,Hughes Jenny,Female,56,Canada,South,1086,Basketball,Sports,Ball,1,900,0.05,1710,1200,510,Credit Card,Online,,No,4
1587,18/08/2010,787,Ishmael Jones,Female,78,Canada,East,1087,Summer dress,Clothing,Dress,1,120,0.1,108,70,38,Credit Card,Store,,No,4
1588,19/08/2010,788,Lizzy Luis,Female,20,Canada,North,1088,Denim Jacket,Clothing,Jacket,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,5
1589,20/08/2010,789,Dean Terry,Female,19,Canada,West,1089,Blue hat,Clothing,Hat,1,800,250,0.05,475,320,Credit Card,Online,,No,5
1590,21/08/2010,790,Johnny Woods,Female,20,Canada,West,1090,iPhone 13,Electronics,phone,1,900,0.05,1710,1200,510,Credit Card,Store,,No,5
1591,22/08/2010,791,John Smith,Female,17,Canada,North,1091,Running Shoes,Sports,Shoes,1,120,0.1,108,70,38,PayPal,Online,,No,3
1592,23/08/2010,792,Sarah Brown,Female,34,Canada,West,1092,Laptop Pro,Electronics,Laptop,1,1500,0.08,1380,1000,380,Debit Card,store,,No,5
1593,24/08/2010,793,David Wilson,Female,51,Canada,East,1093,Office Chair,Home,Chair,1,800,250,0.05,475,320,PayPal,Online,,No,4
1594,25/08/2010,794,Emma Johnson,Female,68,Canada,South,1094,Galaxy A07,Electronics,phone,1,900,0.05,1710,1200,510,Credit Card,Store,,No,5
1595,26/08/2010,795,Anthony Walsh,Female,85,Canada,West,1095,Basketball,Sports,Ball,1,120,0.1,108,70,38,Debit Card,Online,,No,3
1596,27/08/2010,796,John Smith,Female,30,Canada,South,1096,Summer dress,Clothing,Dress,1,1500,0.08,1380,1000,380,PayPal,store,,No,4
1597,28/08/2010,797,Sarah Brown,Female,36,Canada,South,1097,Denim Jacket,Clothing,Jacket,1,900,0.05,1710,1200,510,Credit Card,Online,,No,4
1598,29/08/2010,798,David Wilson,Female,42,Canada,East,1098,Blue hat,Clothing,Hat,1,120,0.1,108,70,38,Debit Card,Store,,No,5
1599,30/08/2010,799,Emma Johnson,Female,48,Canada,North,1099,Cookware,Home,Pot,1,900,0.05,1710,1200,510,PayPal,Online,,No,5
1600,31/08/2010,800,Anthony Walsh,Female,54,Canada,West,1100,Ladle,Home,Spoon,1,120,0.1,108,70,38,Credit Card,store,,No,4
1601,01/09/2010,801,Otto Mian,Female,60,Canada,North,1101,iPhone 13,Electronics,phone,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,5
1602,02/09/2010,802,Lana Del,Female,66,Canada,South,1102,Running Shoes,Sports,Shoes,1,900,0.05,1710,1200,510,Credit Card,Store,,No,4
1603,03/09/2010,803,Vivian June,Female,72,Canada,East,1103,Laptop Pro,Electronics,Laptop,1,120,0.1,108,70,38,Credit Card,Online,,No,3
1604,04/09/2010,804,Ken Benson,Female,78,Canada,North,1104,Office Chair,Home,Chair,1,1500,0.08,1380,1000,380,Credit Card,store,,No,5
1605,05/09/2010,805,Ken Benson,Female,84,Canada,North,1105,Galaxy A07,Electronics,phone,1,900,0.05,1710,1200,510,Credit Card,Online,,No,4
1606,06/09/2010,806,Ben Hardy,Female,22,Canada,West,1106,Basketball,Sports,Ball,1,120,0.1,108,70,38,Credit Card,Store,,No,3
1607,07/09/2010,807,Stephen Woods,Female,24,Canada,East,1107,Summer dress,Clothing,Dress,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,4
1608,08/09/2010,808,Jerry Allen,Female,28,Canada,South,1108,Denim Jacket,Clothing,Jacket,1,800,250,0.05,475,320,Credit Card,Online,,No,4
1609,09/09/2010,809,Otto Mian,Female,32,Canada,West,1109,Blue hat,Clothing,Hat,1,900,0.05,1710,1200,510,Credit Card,Online,,No,4
1610,10/09/2010,810,Lana Del,Female,36,Canada,South,1110,Cookware,Home,Pot,1,120,0.1,108,70,38,PayPal,Store,,No,4
1611,11/09/2010,811,Vivian June,Female,40,Canada,South,1111,Ladle,Home,Spoon,1,1500,0.08,1380,1000,380,Debit Card,Online,,No,5
1612,12/09/2010,812,Marian Rose,Female,44,Canada,East,1112,iPhone 13,Electronics,phone,1,800,250,0.05,475,320,PayPal,Online,,No,5
1613,13/09/2010,813,Jenny Mira,Female,48,Canada,North,1113,Running Shoes,Sports,Shoes,1,900,0.05,1710,1200,510,Credit Card,Store,,No,5
1614,14/09/2010,814,Kira Benson,Female,52,Canada,West,1114,Laptop Pro,Electronics,Laptop,1,120,0.1,108,70,38,Debit Card,Online,,No,3
1615,15/09/2010,815,Bently Hogan,Female,56,Canada,North,1115,Office Chair,Home,Chair,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,5
1616,16/09/2010,816,Hughes Jenny,Female,60,Canada,South,1116,Galaxy A07,Electronics,phone,1,900,0.05,1710,1200,510,Debit Card,Store,,No,4
1617,17/09/2010,817,Ishmael Jones,Female,25,Canada,East,1117,Basketball,Sports,Ball,1,120,0.1,108,70,38,PayPal,Online,,No,5
1618,18/09/2010,818,Lizzy Luis,Female,35,Canada,North,1118,Summer dress,Clothing,Dress,1,900,0.05,1710,1200,510,Credit Card,store,,No,3
1619,19/09/2010,819,Dean Terry,Female,45,Canada,West,1119,Denim Jacket,Clothing,Jacket,1,120,0.1,108,70,38,Credit Card,Online,,No,4
1620,20/09/2010,820,Johnny Woods,Female,55,Canada,West,1120,Blue hat,Clothing,Hat,1,1500,0.08,1380,1000,380,Credit Card,Store,,No,4
1621,21/09/2010,821,John Smith,Female,65,Canada,North,1121,iPhone 13,Electronics,phone,1,900,0.05,1710,1200,510,Credit Card,Online,,No,5
1622,22/09/2010,822,Sarah Brown,Female,75,Canada,West,1122,Running Shoes,Sports,Shoes,1,120,0.1,108,70,38,Credit Card,store,,No,5
1623,23/09/2010,823,David Wilson,Female,20,Canada,East,1123,Laptop Pro,Electronics,Laptop,1,1500,0.08,1380,1000,380,Credit Card,store,,No,4
1624,24/09/2010,824,Emma Johnson,Female,24,Canada,South,1124,Office Chair,Home,Chair,1,900,0.05,1710,1200,510,Credit Card,store,,No,5
1625,25/09/2010,825,Anthony Walsh,Female,28,Canada,West,1125,Galaxy A07,Electronics,phone,1,120,0.1,108,70,38,Credit Card,store,,No,4
1626,26/09/2010,826,Lizzy Gold,Female,32,Canada,South,1126,Basketball,Sports,Ball,1,1500,0.08,1380,1000,380,Credit Card,store,,No,3
1627,27/09/2010,827,John Smith,Female,36,Canada,South,1127,Summer dress,Clothing,Dress,1,800,250,0.05,475,320,Credit Card,store,,No,5
1628,28/09/2010,828,Sarah Brown,Female,40,Canada,East,1128,Denim Jacket,Clothing,Jacket,1,900,0.05,1710,1200,510,PayPal,store,,No,4
1629,29/09/2010,829,David Wilson,Female,44,Canada,North,1129,Blue hat,Clothing,Hat,1,120,0.1,108,70,38,Debit Card,store,,No,3
1630,30/09/2010,830,Emma Johnson,Female,48,Canada,West,1130,iPhone 13,Electronics,phone,1,1500,0.08,1380,1000,380,PayPal,store,,No,4
1631,01/10/2010,831,Anthony Walsh,Female,52,Canada,North,1131,Running Shoes,Sports,Shoes,1,800,250,0.05,475,320,Credit Card,store,,No,4
1632,02/10/2010,832,Otto Mian,Female,56,Canada,South,1132,Laptop Pro,Electronics,Laptop,1,900,0.05,1710,1200,510,Debit Card,store,,No,4
1633,03/10/2010,833,Lana Del,Female,60,Canada,East,1133,Office Chair,Home,Chair,1,120,0.1,108,70,38,PayPal,Online,,No,4
1634,04/10/2010,834,Vivian June,Female,23,Canada,North,1134,Galaxy A07,Electronics,phone,1,1500,0.08,1380,1000,380,Credit Card,Store,,No,5
1635,05/10/2010,835,Ken Benson,Female,26,Canada,West,1135,Basketball,Sports,Ball,1,900,0.05,1710,1200,510,Debit Card,Online,,No,5
1636,06/10/2010,836,Ken Benson,Female,29,Canada,East,1136,Summer dress,Clothing,Dress,1,120,0.1,108,70,38,PayPal,store,,No,5
1637,07/10/2010,837,Ben Hardy,Female,32,Canada,South,1137,Denim Jacket,Clothing,Jacket,1,900,0.05,1710,1200,510,Credit Card,Online,,No,3
1638,08/10/2010,838,Stephen Woods,Female,35,Canada,West,1138,Blue hat,Clothing,Hat,1,120,0.1,108,70,38,Credit Card,Store,,No,5
1639,09/10/2010,839,Jerry Allen,Female,38,Canada,South,1139,Cookware,Home,Pot,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,4
1640,10/10/2010,840,Otto Mian,Female,41,Canada,South,1140,Ladle,Home,Spoon,1,900,0.05,1710,1200,510,Credit Card,store,,No,5
1641,11/10/2010,841,Lana Del,Female,44,Canada,East,1141,iPhone 13,Electronics,phone,1,120,0.1,108,70,38,Credit Card,Online,,No,3
1642,12/10/2010,842,Vivian June,Female,47,Canada,North,1142,Running Shoes,Sports,Shoes,1,1500,0.08,1380,1000,380,Credit Card,Store,,No,4
1643,13/10/2010,843,Marian Rose,Female,50,Canada,West,1143,Laptop Pro,Electronics,Laptop,1,900,0.05,1710,1200,510,Credit Card,Online,,No,4
1644,14/10/2010,844,Jenny Mira,Female,53,Canada,North,1144,Office Chair,Home,Chair,1,120,0.1,108,70,38,Credit Card,Online,,No,5
1645,15/10/2010,845,Kira Benson,Female,56,Canada,South,1145,Galaxy A07,Electronics,phone,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,5
1646,16/10/2010,846,Bently Hogan,Female,59,Canada,East,1146,Basketball,Sports,Ball,1,800,250,0.05,475,320,Credit Card,Store,,No,4
1647,17/10/2010,847,Hughes Jenny,Female,62,Canada,North,1147,Summer dress,Clothing,Dress,1,900,0.05,1710,1200,510,PayPal,Online,,No,5
1648,18/10/2010,848,Ishmael Jones,Female,65,Canada,West,1148,Denim Jacket,Clothing,Jacket,1,120,0.1,108,70,38,Credit Card,Online,,No,4
1649,19/10/2010,849,Lizzy Luis,Female,68,Canada,West,1149,Blue hat,Clothing,Hat,1,1500,0.08,1380,1000,380,Debit Card,Store,,No,3
1650,20/10/2010,850,Dean Terry,Female,71,Canada,North,1150,Cookware,Home,Pot,1,800,250,0.05,475,320,PayPal,Online,,No,5
1651,21/10/2010,851,Johnny Woods,Female,74,Canada,West,1151,Ladle,Home,Spoon,1,900,0.05,1710,1200,510,Credit Card,Online,,No,4
1652,22/10/2010,852,John Smith,Female,77,Canada,East,1152,iPhone 13,Electronics,phone,1,120,0.1,108,70,38,Credit Card,Store,,No,3
1653,23/10/2010,853,Sarah Brown,Female,29,Canada,South,1153,Running Shoes,Sports,Shoes,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,4
1654,24/10/2010,854,David Wilson,Female,40,Canada,North,1154,Laptop Pro,Electronics,Laptop,1,900,0.05,1710,1200,510,Credit Card,store,,No,4
1655,25/10/2010,855,Emma Johnson,Female,50,Canada,West,1155,Office Chair,Home,Chair,1,120,0.1,108,70,38,Credit Card,Online,,No,4
1656,26/10/2010,856,Anthony Walsh,Female,21,Canada,East,1156,Galaxy A07,Electronics,phone,1,900,0.05,1710,1200,510,Credit Card,Store,,No,4
1657,27/10/2010,857,Lizzy Gold,Female,92,Canada,South,1157,Basketball,Sports,Ball,1,120,0.1,108,70,38,Credit Card,Online,,No,5
1658,28/10/2010,858,John Smith,Female,30,Canada,West,1158,Summer dress,Clothing,Dress,1,1500,0.08,1380,1000,380,Credit Card,store,,No,5
1659,29/10/2010,859,Sarah Brown,Female,56,Canada,South,1159,Denim Jacket,Clothing,Jacket,1,900,0.05,1710,1200,510,Credit Card,Online,,No,5
1660,30/10/2010,860,David Wilson,Female,60,Canada,South,1160,Blue hat,Clothing,Hat,1,120,0.1,108,70,38,Credit Card,Store,,No,3
1661,31/10/2010,861,Emma Johnson,Female,23,Canada,East,1161,iPhone 13,Electronics,phone,1,1500,0.08,1380,1000,380,PayPal,Online,,No,5
1662,01/11/2010,862,Anthony Walsh,Female,26,Canada,North,1162,Running Shoes,Sports,Shoes,1,900,0.05,1710,1200,510,Debit Card,store,,No,4
1663,02/11/2010,863,Otto Mian,Female,29,Canada,West,1163,Laptop Pro,Electronics,Laptop,1,120,0.1,108,70,38,PayPal,Online,,No,5
1664,03/11/2010,864,Lana Del,Female,32,Canada,North,1164,Office Chair,Home,Chair,1,1500,0.08,1380,1000,380,Credit Card,Store,,No,3
1665,04/11/2010,865,Vivian June,Female,35,Canada,South,1165,Galaxy A07,Electronics,phone,1,800,250,0.05,475,320,Debit Card,Online,,No,4
1666,05/11/2010,866,Ken Benson,Female,38,Canada,East,1166,Basketball,Sports,Ball,1,900,0.05,1710,1200,510,PayPal,store,,No,4
1667,06/11/2010,867,Ken Benson,Female,41,Canada,North,1167,Summer dress,Clothing,Dress,1,120,0.1,108,70,38,Credit Card,Online,,No,5
1668,07/11/2010,868,Ben Hardy,Female,44,Canada,West,1168,Denim Jacket,Clothing,Jacket,1,1500,0.08,1380,1000,380,Debit Card,Store,,No,5
1669,08/11/2010,869,Stephen Woods,Female,47,Canada,West,1169,Blue hat,Clothing,Hat,1,800,250,0.05,475,320,PayPal,Online,,No,4
1670,09/11/2010,870,Jerry Allen,Female,50,Canada,North,1170,iPhone 13,Electronics,phone,1,900,0.05,1710,1200,510,Credit Card,Online,,No,5
1671,10/11/2010,871,Otto Mian,Female,53,Canada,West,1171,Running Shoes,Sports,Shoes,1,120,0.1,108,70,38,Credit Card,Online,,No,4
1672,11/11/2010,872,Lana Del,Female,56,Canada,East,1172,Laptop Pro,Electronics,Laptop,1,1500,0.08,1380,1000,380,Credit Card,Store,,No,3
1673,12/11/2010,873,Vivian June,Female,59,Canada,South,1173,Office Chair,Home,Chair,1,900,0.05,1710,1200,510,Credit Card,Online,,No,5
1674,13/11/2010,874,Marian Rose,Female,62,Canada,West,1174,Galaxy A07,Electronics,phone,1,120,0.1,108,70,38,Credit Card,Online,,No,4
1675,14/11/2010,875,Jenny Mira,Female,65,Canada,South,1175,Basketball,Sports,Ball,1,900,0.05,1710,1200,510,Credit Card,Store,,No,3
1676,15/11/2010,876,Kira Benson,Female,68,Canada,South,1176,Summer dress,Clothing,Dress,1,120,0.1,108,70,38,Credit Card,Online,,No,4
1677,16/11/2010,877,Bently Hogan,Female,71,Canada,East,1177,Denim Jacket,Clothing,Jacket,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,4
1678,17/11/2010,878,Hughes Jenny,Female,74,Canada,North,1178,Blue hat,Clothing,Hat,1,900,0.05,1710,1200,510,Debit Card,Store,,No,4
1679,18/11/2010,879,Ishmael Jones,Female,77,Canada,West,1179,Cookware,Home,Pot,1,120,0.1,108,70,38,PayPal,Online,,No,4
1680,19/11/2010,880,Lizzy Luis,Female,29,Canada,North,1180,Ladle,Home,Spoon,1,1500,0.08,1380,1000,380,Credit Card,store,,No,5
1681,20/11/2010,881,Dean Terry,Female,40,Canada,South,1181,iPhone 13,Electronics,phone,1,900,0.05,1710,1200,510,Credit Card,Online,,No,5
1682,21/11/2010,882,Johnny Woods,Female,50,Canada,East,1182,Running Shoes,Sports,Shoes,1,120,0.1,108,70,38,Credit Card,Store,,No,5
1683,22/11/2010,883,John Smith,Female,21,Canada,North,1183,Laptop Pro,Electronics,Laptop,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,3
1684,23/11/2010,884,Sarah Brown,Female,92,Canada,West,1184,Office Chair,Home,Chair,1,800,250,0.05,475,320,Credit Card,store,,No,5
1685,24/11/2010,885,David Wilson,Female,30,Canada,East,1185,Galaxy A07,Electronics,phone,1,900,0.05,1710,1200,510,Credit Card,store,,No,4
1686,25/11/2010,886,Emma Johnson,Female,28,Canada,South,1186,Basketball,Sports,Ball,1,120,0.1,108,70,38,Credit Card,store,,No,5
1687,26/11/2010,887,Anthony Walsh,Female,41,Canada,West,1187,Summer dress,Clothing,Dress,1,1500,0.08,1380,1000,380,Credit Card,store,,No,3
1688,27/11/2010,888,Lizzy Gold,Female,35,Canada,South,1188,Denim Jacket,Clothing,Jacket,1,800,250,0.05,475,320,Credit Card,store,,No,4
1689,28/11/2010,889,John Smith,Female,22,Canada,South,1189,Blue hat,Clothing,Hat,1,900,0.05,1710,1200,510,Credit Card,store,,No,4
1690,29/11/2010,890,Sarah Brown,Female,28,Canada,East,1190,Cookware,Home,Pot,1,120,0.1,108,70,38,PayPal,store,,No,5
1691,30/11/2010,891,David Wilson,Female,29,Canada,North,1191,Ladle,Home,Spoon,1,1500,0.08,1380,1000,380,Debit Card,store,,No,5
1692,01/12/2010,892,Emma Johnson,Female,30,Canada,West,1192,iPhone 13,Electronics,phone,1,900,0.05,1710,1200,510,PayPal,store,,No,4
1693,02/12/2010,893,Anthony Walsh,Female,31,Canada,North,1193,Running Shoes,Sports,Shoes,1,120,0.1,108,70,38,Credit Card,store,,No,5
1694,03/12/2010,894,Otto Mian,Female,20,Canada,South,1194,Laptop Pro,Electronics,Laptop,1,900,0.05,1710,1200,510,Debit Card,store,,No,4
1695,04/12/2010,895,Lana Del,Female,60,Canada,East,1195,Office Chair,Home,Chair,1,120,0.1,108,70,38,PayPal,Online,,No,3
1696,05/12/2010,896,Vivian June,Female,29,Canada,North,1196,Galaxy A07,Electronics,phone,1,1500,0.08,1380,1000,380,Credit Card,Store,,No,5
1697,06/12/2010,897,Ken Benson,Female,40,Canada,West,1197,Basketball,Sports,Ball,1,900,0.05,1710,1200,510,Debit Card,Online,,No,4
1698,07/12/2010,898,Ken Benson,Female,21,Canada,West,1198,Summer dress,Clothing,Dress,1,120,0.1,108,70,38,PayPal,store,,No,3
1699,08/12/2010,899,Ben Hardy,Female,45,Canada,North,1199,Denim Jacket,Clothing,Jacket,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,4
1700,09/12/2010,900,Stephen Woods,Female,45,Canada,West,1200,Blue hat,Clothing,Hat,1,900,0.05,1710,1200,510,Credit Card,Store,,No,4
1701,10/12/2010,901,Jerry Allen,Female,45,Canada,East,1201,iPhone 13,Electronics,phone,1,120,0.1,108,70,38,Credit Card,Online,,No,4
1702,11/12/2010,902,Otto Mian,Female,45,Canada,South,1202,Running Shoes,Sports,Shoes,1,1500,0.08,1380,1000,380,Credit Card,store,,No,4
1703,12/12/2010,903,Lana Del,Female,45,Canada,West,1203,Laptop Pro,Electronics,Laptop,1,800,250,0.05,475,320,Credit Card,Online,,No,5
1704,13/12/2010,904,Vivian June,Female,21,Canada,South,1204,Office Chair,Home,Chair,1,900,0.05,1710,1200,510,Credit Card,Store,,No,5
1705,14/12/2010,905,Marian Rose,Female,67,Canada,South,1205,Galaxy A07,Electronics,phone,1,120,0.1,108,70,38,Credit Card,Online,,No,5
1706,15/12/2010,906,Jenny Mira,Female,69,Canada,East,1206,Basketball,Sports,Ball,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,3
1707,16/12/2010,907,Kira Benson,Female,71,Canada,North,1207,Summer dress,Clothing,Dress,1,800,250,0.05,475,320,Credit Card,Online,,No,5
1708,17/12/2010,908,Bently Hogan,Female,73,Canada,West,1208,Denim Jacket,Clothing,Jacket,1,900,0.05,1710,1200,510,Credit Card,Store,,No,4
1709,18/12/2010,909,Hughes Jenny,Female,75,Canada,North,1209,Blue hat,Clothing,Hat,1,120,0.1,108,70,38,PayPal,Online,,No,5
1710,19/12/2010,910,Ishmael Jones,Female,77,Canada,South,1210,iPhone 13,Electronics,phone,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,3
1711,20/12/2010,911,Hughes Jenny,Female,49,Canada,South,1211,Running Shoes,Sports,Shoes,1,900,0.05,1710,1200,510,Debit Card,Store,,No,4
1712,21/12/2010,912,Ishmael Jones,Female,50,Canada,East,1212,Laptop Pro,Electronics,Laptop,1,120,0.1,108,70,38,PayPal,Online,,No,4
1713,22/12/2010,913,Lizzy Luis,Female,51,Canada,North,1213,Office Chair,Home,Chair,1,900,0.05,1710,1200,510,Credit Card,Online,,No,5
1714,23/12/2010,914,Dean Terry,Female,52,Canada,West,1214,Galaxy A07,Electronics,phone,1,120,0.1,108,70,38,Credit Card,Store,,No,5
1715,24/12/2010,915,Johnny Woods,Female,53,Canada,East,1215,Basketball,Sports,Ball,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,4
1716,25/12/2010,916,John Smith,Female,54,Canada,South,1216,Summer dress,Clothing,Dress,1,900,0.05,1710,1200,510,Credit Card,store,,No,5
1717,26/12/2010,917,Sarah Brown,Female,32,Canada,West,1217,Denim Jacket,Clothing,Jacket,1,120,0.1,108,70,38,Credit Card,Online,,No,4
1718,27/12/2010,918,David Wilson,Female,33,Canada,South,1218,Blue hat,Clothing,Hat,1,1500,0.08,1380,1000,380,Credit Card,Store,,No,3
1719,28/12/2010,919,Emma Johnson,Female,34,Canada,South,1219,Cookware,Home,Pot,1,900,0.05,1710,1200,510,Credit Card,Online,,No,5
1720,29/12/2010,920,Anthony Walsh,Female,35,Canada,East,1220,Ladle,Home,Spoon,1,120,0.1,108,70,38,Credit Card,store,,No,4
1721,30/12/2010,921,Lizzy Gold,Female,36,Canada,North,1221,iPhone 13,Electronics,phone,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,3
1722,31/12/2010,922,John Smith,Female,37,Canada,West,1222,Running Shoes,Sports,Shoes,1,800,250,0.05,475,320,Credit Card,Store,,No,4
1723,01/01/2011,923,Sarah Brown,Female,38,Canada,North,1223,Laptop Pro,Electronics,Laptop,1,900,0.05,1710,1200,510,PayPal,Online,,No,4
1724,02/01/2011,924,David Wilson,Female,39,Canada,South,1224,Office Chair,Home,Chair,1,120,0.1,108,70,38,Debit Card,store,,No,4
1725,03/01/2011,925,Emma Johnson,Female,40,Canada,East,1225,Galaxy A07,Electronics,phone,1,1500,0.08,1380,1000,380,PayPal,Online,,No,4
1726,04/01/2011,926,Anthony Walsh,Female,41,Canada,North,1226,Basketball,Sports,Ball,1,800,250,0.05,475,320,Credit Card,Store,,No,5
1727,05/01/2011,927,Otto Mian,Female,42,Canada,West,1227,Summer dress,Clothing,Dress,1,900,0.05,1710,1200,510,Credit Card,Online,,No,5
1728,06/01/2011,928,Lana Del,Female,43,Canada,West,1228,Denim Jacket,Clothing,Jacket,1,120,0.1,108,70,38,Credit Card,store,,No,5
1729,07/01/2011,929,Vivian June,Female,44,Canada,North,1229,Blue hat,Clothing,Hat,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,3
1730,08/01/2011,930,Hughes Jenny,Female,45,Canada,West,1230,Cookware,Home,Pot,1,900,0.05,1710,1200,510,PayPal,Store,,No,5
1731,09/01/2011,931,Ishmael Jones,Female,46,Canada,East,1231,Ladle,Home,Spoon,1,120,0.1,108,70,38,Debit Card,Online,,No,4
1732,10/01/2011,932,Lizzy Luis,Female,47,Canada,South,1232,iPhone 13,Electronics,phone,1,900,0.05,1710,1200,510,PayPal,Online,,No,5
1733,11/01/2011,933,Dean Terry,Female,48,Canada,West,1233,Running Shoes,Sports,Shoes,1,120,0.1,108,70,38,Credit Card,Online,,No,3
1734,12/01/2011,934,Johnny Woods,Female,21,Canada,South,1234,Laptop Pro,Electronics,Laptop,1,1500,0.08,1380,1000,380,Debit Card,Store,,No,4
1735,13/01/2011,935,John Smith,Female,23,Canada,South,1235,Office Chair,Home,Chair,1,900,0.05,1710,1200,510,PayPal,Online,,No,4
1736,14/01/2011,936,Sarah Brown,Female,25,Canada,East,1236,Galaxy A07,Electronics,phone,1,120,0.1,108,70,38,Credit Card,Online,,No,5
1737,15/01/2011,937,David Wilson,Female,27,Canada,North,1237,Basketball,Sports,Ball,1,1500,0.08,1380,1000,380,Debit Card,Store,,No,5
1738,16/01/2011,938,Emma Johnson,Female,29,Canada,West,1238,Summer dress,Clothing,Dress,1,900,0.05,1710,1200,510,PayPal,Online,,No,4
1739,17/01/2011,939,Anthony Walsh,Female,31,Canada,North,1239,Denim Jacket,Clothing,Jacket,1,120,0.1,108,70,38,Credit Card,Online,,No,5
1740,18/01/2011,940,Lizzy Gold,Female,33,Canada,South,1240,Blue hat,Clothing,Hat,1,1500,0.08,1380,1000,380,Credit Card,Store,,No,4
1741,19/01/2011,941,John Smith,Female,35,Canada,East,1241,iPhone 13,Electronics,phone,1,800,250,0.05,475,320,Credit Card,Online,,No,3
1742,20/01/2011,942,Sarah Brown,Female,37,Canada,North,1242,Running Shoes,Sports,Shoes,1,900,0.05,1710,1200,510,Credit Card,store,,No,5
1743,21/01/2011,943,David Wilson,Female,39,Canada,West,1243,Laptop Pro,Electronics,Laptop,1,120,0.1,108,70,38,Credit Card,Online,,No,4
1744,22/01/2011,944,Emma Johnson,Female,41,Canada,West,1244,Office Chair,Home,Chair,1,1500,0.08,1380,1000,380,Credit Card,Store,,No,3
1745,23/01/2011,945,Anthony Walsh,Female,43,Canada,North,1245,Galaxy A07,Electronics,phone,1,800,250,0.05,475,320,Credit Card,Online,,No,4
1746,24/01/2011,946,Otto Mian,Female,45,Canada,West,1246,Basketball,Sports,Ball,1,900,0.05,1710,1200,510,Credit Card,store,,No,4
1747,25/01/2011,947,Lana Del,Female,47,Canada,East,1247,Summer dress,Clothing,Dress,1,120,0.1,108,70,38,Debit Card,store,,No,4
1748,26/01/2011,948,Vivian June,Female,49,Canada,South,1248,Denim Jacket,Clothing,Jacket,1,1500,0.08,1380,1000,380,PayPal,store,,No,4
1749,27/01/2011,949,Ken Benson,Female,51,Canada,West,1249,Blue hat,Clothing,Hat,1,900,0.05,1710,1200,510,Credit Card,store,,No,5
1750,28/01/2011,950,Hughes Jenny,Female,53,Canada,South,1250,iPhone 13,Electronics,phone,1,120,0.1,108,70,38,Credit Card,store,,No,5
1751,29/01/2011,951,Ishmael Jones,Female,55,Canada,South,1251,Running Shoes,Sports,Shoes,1,900,0.05,1710,1200,510,Credit Card,store,,No,5
1752,30/01/2011,952,Lizzy Luis,Female,57,Canada,East,1252,Laptop Pro,Electronics,Laptop,1,120,0.1,108,70,38,Credit Card,store,,No,3
1753,31/01/2011,953,Dean Terry,Female,59,Canada,North,1253,Office Chair,Home,Chair,1,1500,0.08,1380,1000,380,Credit Card,store,,No,5
1754,01/02/2011,954,Johnny Woods,Female,61,Canada,West,1254,Galaxy A07,Electronics,phone,1,900,0.05,1710,1200,510,Credit Card,store,,No,4
1755,02/02/2011,955,John Smith,Female,63,Canada,North,1255,Basketball,Sports,Ball,1,120,0.1,108,70,38,Credit Card,store,,No,5
1756,03/02/2011,956,Sarah Brown,Female,65,Canada,South,1256,Summer dress,Clothing,Dress,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,3
1757,04/02/2011,957,David Wilson,Female,41,Canada,East,1257,Denim Jacket,Clothing,Jacket,1,900,0.05,1710,1200,510,Credit Card,Store,,No,4
1758,05/02/2011,958,Emma Johnson,Female,43,Canada,North,1258,Blue hat,Clothing,Hat,1,120,0.1,108,70,38,Credit Card,Online,,No,4
1759,06/02/2011,959,Anthony Walsh,Female,45,Canada,West,1259,Cookware,Home,Pot,1,1500,0.08,1380,1000,380,PayPal,store,,No,5
1760,07/02/2011,960,Lizzy Gold,Female,47,Canada,West,1260,Ladle,Home,Spoon,1,800,250,0.05,475,320,Debit Card,Online,,No,5
